Timestamp (UTC_TIME)	XBH4.EXPT.GIF.001:COUNTS	XBH4.EXPT.GIF.002:COUNTS	XBH4.EXPT.GIF.003:COUNTS	XBH4.EXPT.GIF.004:COUNTS
2016-08-23 02:48:04.935	12211	10130	5007	0
2016-08-23 02:48:22.935	12917	10641	5295	0
2016-08-23 02:48:40.935	13323	10952	5398	0
2016-08-23 02:48:58.935	12543	10292	5025	0
2016-08-23 02:49:16.935	12757	10556	5272	0
2016-08-23 02:49:34.935	13155	10838	5321	0
2016-08-23 02:49:52.935	12843	10567	5199	0
2016-08-23 02:50:10.935	12019	9901	4903	0
2016-08-23 02:50:28.935	12025	9948	4967	0
2016-08-23 02:50:46.935	12313	10127	5054	0
2016-08-23 02:51:04.935	13094	10881	5298	0
2016-08-23 02:51:22.935	12919	10577	5289	0
2016-08-23 02:51:40.935	13199	10930	5407	0
2016-08-23 02:51:58.935	12780	10536	5320	0
2016-08-23 02:52:16.935	13005	10718	5362	0
2016-08-23 02:52:34.935	12537	10448	5113	0
2016-08-23 02:52:52.935	12214	10149	5121	0
2016-08-23 02:53:10.935	12588	10332	5140	0
2016-08-23 02:53:28.935	12566	10341	5127	0
2016-08-23 02:53:46.935	13285	10990	5432	0
2016-08-23 02:54:04.935	12611	10459	5233	0
2016-08-23 02:54:22.935	12989	10692	5301	0
2016-08-23 02:54:40.935	12590	10346	5098	0
2016-08-23 02:54:58.935	13068	10737	5337	0
2016-08-23 02:55:16.935	11940	9945	4841	0
2016-08-23 02:55:34.935	13016	10809	5404	0
2016-08-23 02:55:52.935	12770	10575	5219	0
2016-08-23 02:56:10.935	12881	10673	5285	0
2016-08-23 02:56:28.935	13135	10779	5369	0
2016-08-23 02:56:46.935	12212	10051	4901	0
2016-08-23 02:57:04.935	12998	10756	5361	0
2016-08-23 02:57:22.935	12854	10553	5285	0
2016-08-23 02:57:40.935	13033	10779	5316	0
2016-08-23 02:57:58.935	11961	9956	4838	0
2016-08-23 02:58:16.935	12505	10287	5103	0
2016-08-23 02:58:34.935	12906	10667	5219	0
2016-08-23 02:58:52.935	13043	10889	5351	0
2016-08-23 02:59:10.935	12819	10661	5193	0
2016-08-23 02:59:28.935	12797	10526	5211	0
2016-08-23 02:59:46.935	13149	10907	5361	0
2016-08-23 03:00:04.935	12161	10065	4966	0
2016-08-23 03:00:22.935	12950	10747	5396	0
2016-08-23 03:00:40.935	12232	10232	5040	0
2016-08-23 03:00:58.935	12609	10468	5186	0
2016-08-23 03:01:16.935	12540	10508	5139	0
2016-08-23 03:01:34.935	12829	10617	5112	0
2016-08-23 03:01:52.935	12668	10387	5164	0
2016-08-23 03:02:10.935	12900	10609	5167	0
2016-08-23 03:02:28.935	13215	11008	5446	0
2016-08-23 03:02:46.935	12632	10406	5104	0
2016-08-23 03:03:04.935	12699	10626	5137	0
2016-08-23 03:03:22.935	12025	9953	4824	0
2016-08-23 03:03:40.935	12764	10554	5215	0
2016-08-23 03:03:58.935	12597	10431	5064	0
2016-08-23 03:04:16.935	12233	10073	4936	0
2016-08-23 03:04:34.935	12778	10612	5258	0
2016-08-23 03:04:52.935	13205	10897	5345	0
